country,role,name
Kyrgyzstan,Min. & Chief of the Govt. Apparatus,Shamil ASYMBEKOV
Kyrgyzstan,Min. of Agriculture & Food Industry & Water Management,Nurbek MURASHEV
Kyrgyzstan,"Min. of Culture, Information, & Tourism",Azamat JAMANKULOV
Kyrgyzstan,Min. of Economy,Oleg PANKRATOV
Kyrgyzstan,Min. of Education & Science,Gulmira KUDAYBERDIEVA
Kyrgyzstan,Min. of Emergency Situations,Nurbolot MIRZAKHMEDOV
Kyrgyzstan,Min. of Foreign Affairs,Chynggyz AYDARBEKOV
Kyrgyzstan,Min. of Health Care,Kosmosbek CHOLPONBAEV
Kyrgyzstan,Min. of Internal Affairs,Kashkar JUNUSHALIEV
Kyrgyzstan,Min. of Justice,Marat JAMANKULOV
Kyrgyzstan,Min. of Labor & Social Development,Ulukbek KOCHKOROV
Kyrgyzstan,Min. of Transportation & Communication,Jamshitbek KALILOV
Kyrgyzstan,"Permanent Representative to the UN, New York",Mirgul MOLDOISAEVA
Kyrgyzstan,Pres.,Sooronbay JEENBEKOV
Kyrgyzstan,Prime Min.,Mukhammedkalyy ABYLGAZIEV
Kyrgyzstan,Prosecutor Gen.,Otkurbek JAMSHITOV
Laos,Ambassador to the US,MAI Xaignavong
Laos,"Chmn., State Inspection Ctte., & Head, Anticorruption Agency",BOUNTHONG Chitmani
Laos,Dep. Prime Min.,BOUNTHONG Chitmani
Laos,Dep. Prime Min.,SOMDI Douangdi
Laos,Dep. Prime Min.,SONXAI Siphandon
Laos,"Governor, Bank of Laos",SAMPHAO Phaisit
Laos,"Min. & Head of Cabinet, President's Office",KHAMMEUNG Phongthadi
Laos,Min. of Agriculture & Forestry,LIEN Thikeo
Laos,Min. of Education & Sports,SENGDUAN Lachanthaboun
Laos,Min. of Energy & Mining,KHAMMANI Inthilat
Laos,Min. of Finance,SOMDI Douangdi
Laos,Min. of Foreign Affairs,SALEUMXAI Kommasit
Laos,Min. of Home Affairs,KHAMMAN Sounvileut
Laos,Min. of Industry & Commerce,KHEMMANI Phonsena
Laos,"Min. of Information, Culture, & Tourism",BOSENGKHAM Vongdala
Laos,Min. of Justice,XAISI Santivong
Laos,Min. of Labor & Social Welfare,KHAMPHENG Xaisompheng
Laos,Min. of National Defense,"CHANSAMON Chan-gnalat, Lt. Gen."
Laos,Min. of Natural Resources & Environment,SOMMAT Phonsena
Laos,Min. of Planning & Investment,SOUPHAN Keomixai
Laos,"Min. of Post, Telecommunications, & Communication",THANSAMAI Kommasit
Laos,Min. of Public Health,BOUNKONG Sihavong
Laos,Min. of Public Security,SOMKEO Silavong
Laos,Min. of Public Works & Transport,BOUNCHAN Sinthavong
Laos,Min. of Science & Technology,BOVIENGKHAM Vongdala
Laos,Min. to the Prime Minister's Office,ALOUNKEO Kittikhoun
Laos,Min. to the Prime Minister's Office,BOUNKEUT Sangsomsak
Laos,Min. to the Prime Minister's Office,CHALEUN Yiapaoheu
Laos,Min. to the Prime Minister's Office,SOUVANPHENG Boupphanouvong
Laos,"Min. to the Prime Minister's Office & Head, Prime Minister's Office",PHET Phomphiphak
Laos,"Permanent Representative to the UN, New York",KHIAN Phansoulivong
Laos,Pres.,BOUNNYANG Vorachit
Laos,Prime Min.,THONGLOUN Sisoulit
Laos,Vice Pres.,PHANKHAM Viphavan
Latvia,Ambassador to the US,Andris TEIKMANIS
Latvia,Dep. Prime Min.,Arvils ASERADENS
Latvia,"Governor, Bank of Latvia",Ilmars RIMSEVICS
Latvia,Min. of Agriculture,Janis DUKLAVS
Latvia,Min. of Culture,Dace MELBARDE
Latvia,Min. of Defense,Raimonds BERGMANIS
Latvia,Min. of Economics,Arvils ASERADENS
Latvia,Min. of Education & Science,Karlis SADURSKIS
Latvia,Min. of Environmental Protection & Regional Development,Kaspars GERHARDS
Latvia,Min. of Finance,Dana REIZNIECE-OZOLA
Latvia,Min. of Foreign Affairs,Edgars RINKEVICS
Latvia,Min. of Health,Anda CAKSA
Latvia,Min. of Interior,Rihards KOZLOVSKIS
Latvia,Min. of Justice,Dzintars RASNACS
Latvia,Min. of Transport,Uldis AUGULIS
Latvia,Min. of Welfare,Janis REIRS
Latvia,"Permanent Representative to the UN, New York",Janis MAZEIKS
Latvia,Pres.,Raimonds VEJONIS
Latvia,Prime Min.,Maris KUCINSKIS
Lebanon,Ambassador to the US,Gabriel Naoum ISSA
Lebanon,Dep. Prime Min.,Ghassan HASBANI
Lebanon,"Governor, Central Bank of Lebanon",Riad SALAMEH
Lebanon,Min. of Agriculture,Ghazi ZUAYTIR
Lebanon,Min. of Culture,Ghattas KHOURY
Lebanon,Min. of Defense,Yaqub al-SARAF
Lebanon,Min. of Displaced People,Talal ARSLAN
Lebanon,Min. of Economy & Trade,Ra'id KHOURY
Lebanon,Min. of Education,Marwan HAMADEH
Lebanon,Min. of Energy & Water,Cesar ABI KHALIL
Lebanon,Min. of Environment,Tariq al-KHATIB
Lebanon,Min. of Finance,Ali Hassan KHALIL
Lebanon,Min. of Foreign Affairs & Emigrants,Gibran BASSIL
Lebanon,Min. of Industry,Husayn al-Hajj HASAN
Lebanon,Min. of Information,Melhem RIACHI
Lebanon,Min. of Interior,Nuhad al-MASHNUQ
Lebanon,Min. of Justice,Salim JREISSATI
Lebanon,Min. of Labor,Muhammad KABBARA
Lebanon,Min. of Public Health,Ghassan HASBANI
Lebanon,Min. of Social Affairs,Pierre BOU ASSI
Lebanon,Min. of State for Administrative Development,Anaya IZZ AL-DIN
Lebanon,Min. of State for Combatting Corruption,Nicola TUENI
Lebanon,Min. of State for Human Rights,Ayman SHUKAYR
Lebanon,Min. of State for Parliamentary Affairs,Ali QANSO
Lebanon,Min. of State for Planning Affairs,Michel PHARAON
Lebanon,Min. of State for Presidential Affairs,Pierre RAFFOUL
Lebanon,Min. of State for Refugee Affairs,Mu'in al-MARHABI
Lebanon,Min. of State for Women's Affairs,Jean OGASSAPIAN
Lebanon,Min. of Telecommunications,Jamal al-JARRAH
Lebanon,Min. of Tourism,Ouadis KEDENIAN
Lebanon,Min. of Transport & Public Works,Yusif FINIANOS
Lebanon,Min. of Youth & Sports,Muhammad FNAYSH
Lebanon,"Permanent Representative to the UN, New York",Amal MUDALLALI
Lebanon,Pres.,Michel AWN
Lebanon,Prime Min.-Designate,Sa'ad al-HARIRI
Lesotho,Ambassador to the US,Sankatana Gabriel MAJA
Lesotho,"Governor, Central Bank of Lesotho",Rets'elisitsoe Adelaide MATLANYANE
Lesotho,King,LETSIE III
Lesotho,Min. of Agriculture & Food Security,Mahala MOLAPO
Lesotho,"Min. of Communications, Science, & Technology",Thesele MASERIBANE
Lesotho,Min. of Defense & National Security,Sentje LEBONA
Lesotho,Min. of Development Planning,Tlohelang AUMANE
Lesotho,Min. of Education & Training,Ntoi RAPAPA
Lesotho,Min. of Finance,Moeketsi MAJORO
Lesotho,Min. of Foreign Affairs & Intl. Relations,Lesego MAKGOTHI
Lesotho,"Min. of Forestry, Range, & Soil Conservation",Mamotsie MOTSIE
Lesotho,"Min. of Gender, Youth, Sports, & Recreation",Mahali PHAMOTSE
Lesotho,Min. of Health,Nkaku KABI
Lesotho,Min. of Justice & Correctional Services,Mokhele MOLETSANE
Lesotho,Min. of Labor & Employment,Keketso RANTSO
Lesotho,Min. of Local Govt. & Chieftainship Affairs,Habofanoe LEHANA
Lesotho,Min. of Mining,Keketso SELLO
Lesotho,Min. of Public Service,Joang MOLAPO
Lesotho,Min. of Public Works & Transport,Maliehe Prince MALIEHE
Lesotho,"Min. of Small Business, Cooperatives, & Marketing",Chalane PHORI
Lesotho,Min. of Social Development,Matebatso DOTI
Lesotho,"Min. of Tourism, Environment, & Culture",Motloho MALIEHE
Lesotho,Min. of Trade & Industry,Tefo MAPESELA
Lesotho,Min. of Water,Samonyane NTSEKELE
Lesotho,"Permanent Representative to the UN, New York",Kelebone Albert MAOPE
Lesotho,Prime Min.,Thomas Motsoahae THABANE
Liberia,"Executive Governor, Central Bank of Liberia",Milton WEEKS
Liberia,Min. of Agriculture,Selau WILES
Liberia,"Min. of Commerce, Trade, & Industry",Axel ADDY
Liberia,Min. of Education,George WERNER
Liberia,Min. of Finance & Development Planning,Boima KAMARA
Liberia,Min. of Foreign Affairs,Marjon KAMARA
Liberia,"Min. of Gender, Children, & Social Protection",Julia DUNCAN-CASSELL
Liberia,Min. of Health & Social Affairs,Berniece DAHN
Liberia,"Min. of Information, Culture, & Tourism",Lenn Eugene NAGBE
Liberia,Min. of Internal Affairs,Henrique TOKPAH
Liberia,Min. of Justice & Attorney Gen.,Frederic CHERUE
Liberia,Min. of Labor,Neto Zarzar LIGHE
Liberia,"Min. of Land, Mines, & Energy",Patrick SENDOLO
Liberia,Min. of National Defense,Brownie SAMUKAI
Liberia,Min. of Posts & Telecommunications,Frederick NORKEH
Liberia,Min. of Public Works,William Gyude MOORE
Liberia,Min. of State for Presidential Affairs,Clarence MONIBA
Liberia,Min. of Transportation,Samuel WLUE
Liberia,Min. of Youth & Sport,Charles Saah N'TOW
Liberia,"Permanent Representative to the UN, New York",Lewis BROWN
Liberia,Pres.,Ellen JOHNSON SIRLEAF
Liberia,Vice Pres.,Joseph BOAKAI
Libya,"Charge d'Affaires, Embassy, Washington",Wafa BUGAIGHIS
Libya,Dep. Prime Min.,Abdel Salam KAJMAN
Libya,Dep. Prime Min.,Ahmad MAITIQ
Libya,Dep. Prime Min.,Ahmed HAMZA
Libya,Dep. Prime Min.,Ali Faraj al-QATRANI
Libya,Dep. Prime Min.,Fathi al-MAJBARI
Libya,Dep. Prime Min.,Musa al-KONI
Libya,Min. of Defense,"Mahdi al-BARGHATHI, Col."
Libya,Min. of Foreign Affairs & International Cooperation,Muhammad al-Tahir Hammuda SIALA
Libya,Min. of Interior,"Al-Arif Al-KHOJA, Col."
Libya,Prime Min.,Fayiz al-SARAJ
Libya,Senior Min.,Muhammad al-AMARI
Libya,Senior Min.,Omar al-ASWAD
Liechtenstein,Ambassador to the US,Kurt JAEGER
Liechtenstein,"Chmn., Liechtenstein National Bank",Georg WOHLWEND
Liechtenstein,Dep. Prime Min.,Daniel RISCH
Liechtenstein,Head of State,"HANS ADAM II, Prince"
Liechtenstein,"Min. for Infrastructure, Economic Affairs, & Sport",Daniel RISCH
Liechtenstein,Min. for Social Affairs,Mauro PEDRAZZINI
Liechtenstein,"Min. of Foreign Affairs, Justice, & Cultures",Aurelia FRICK
Liechtenstein,Min. of General Govt. Affairs & Finance,Adrian HASLER
Liechtenstein,"Min. of Home Affairs, Education, & Environment",Dominique GANTENBEIN
Liechtenstein,"Permanent Representative to the UN, New York",Christian WENAWESER
Liechtenstein,Prime Min.,Adrian HASLER
Lithuania,Ambassador to the US,Rolandas KRISCIUNAS
Lithuania,"Governor, Bank of Lithuania",Vitas VASILIAUSKAS
Lithuania,Min. of Agriculture,Bronius MARKAUSKAS
Lithuania,Min. of Culture,Liana RUOKYTE-JONSSON
Lithuania,Min. of Economy,Mindaugas SINKEVICIUS
Lithuania,Min. of Education & Science,Jurgita PETRAUSKIENE
Lithuania,Min. of Energy,Zygimantas VAICIUNAS
Lithuania,Min. of Environment,Kestutis NAVICKAS
Lithuania,Min. of Finance,Vilius SAPOKA
Lithuania,Min. of Foreign Affairs,Linas LINKEVICIUS
Lithuania,Min. of Health,Aurelijius VERYGA
Lithuania,Min. of Justice,Milda VAINIUTE
Lithuania,Min. of National Defense,Raimundas KAROBLIS
Lithuania,Min. of Social Security & Labor,Linas KUKURAITIS
Lithuania,Min. of Transport & Communications,Rokas MASIULIS
Lithuania,Min. of the Interior,Eimutis MISIUNAS
Lithuania,"Permanent Representative to the UN, New York",Audra PLEPYTE
Lithuania,Pres.,Dalia GRYBAUSKAITE
Lithuania,Prime Min.,Saulis SKVERNELIS
Luxembourg,Ambassador to the US,Sylvie LUCAS
Luxembourg,"Chmn., Luxembourg Central Bank",Gaston REINESCH
Luxembourg,Dep. Prime Min.,Etienne SCHNEIDER
Luxembourg,Grand Duke,HENRI
Luxembourg,Min. of Admin. Simplification,Dan KERSCH
Luxembourg,"Min. of Agriculture, Viticulture, & Rural Development",Fernand ETGEN
Luxembourg,Min. of Civil Service,Dan KERSCH
Luxembourg,Min. of Communications & Media,Xavier BETTEL
Luxembourg,Min. of Consumer Protection,Fernand ETGEN
Luxembourg,Min. of Culture,Xavier BETTEL
Luxembourg,Min. of Defense,Etienne SCHNEIDER
Luxembourg,Min. of Economy & Foreign Trade,Etienne SCHNEIDER
Luxembourg,"Min. of Education, Childhood, & Youth",Claude MEISCH
Luxembourg,Min. of Environment,Carole DIESCHBOURG
Luxembourg,Min. of Equality of Opportunity,Lydia MUTSCH
Luxembourg,Min. of Family & Integration,Corinne CAHEN
Luxembourg,"Min. of Finance, Treasury, & Budget",Pierre GRAMEGNA
Luxembourg,Min. of Foreign Affairs & Immigration,Jean ASSELBORN
Luxembourg,Min. of Health & Gender Equality,Lydia MUTSCH
Luxembourg,"Min. of Higher Education, Research, & Professional Training",Claude MEISCH
Luxembourg,Min. of Housing,Marc HANSEN
Luxembourg,Min. of Interior,Dan KERSCH
Luxembourg,Min. of Internal Security,Etienne SCHNEIDER
Luxembourg,Min. of Justice,Felix BRAZ
Luxembourg,Min. of Labor & Employment,Nicolas SCHMIT
Luxembourg,Min. of Relations With Parliament,Fernand ETGEN
Luxembourg,Min. of Religious Affairs,Xavier BETTEL
Luxembourg,"Min. of Sports, Humanitarian Aid, & Social Security",Romain SCHNEIDER
Luxembourg,Min. of State,Xavier BETTEL
Luxembourg,Min. of Sustainable Development & Infrastructure,Francois BAUSCH
Luxembourg,"Permanent Representative to the UN, New York",Christian BRAUN
Luxembourg,Prime Min.,Xavier BETTEL
Macedonia,Ambassador to the US,Vasko NAUMOVSKI
Macedonia,Dep. Prime Min. for Economic Affairs,Koco ANGJUSEV
Macedonia,Dep. Prime Min. for European Affairs,Bujar OSMANI
Macedonia,Dep. Prime Min. for Political System & Community Relations,Hazbi LIKA
Macedonia,"Governor, National Bank of the Republic of Macedonia",Petar GOSEV
Macedonia,Min. Without Portfolio,Adnan QAHIL
Macedonia,Min. Without Portfolio,Bujar OSMANI
Macedonia,Min. Without Portfolio,Edmond ADEMI
Macedonia,Min. Without Portfolio,Hazbi LIKA
Macedonia,Min. Without Portfolio,Koco ANGJUSEV
Macedonia,Min. Without Portfolio,Ramiz MERKO
Macedonia,Min. Without Portfolio,Robert POPOVSKI
Macedonia,Min. Without Portfolio,Samka IBRAIMOVSKI
Macedonia,Min. Without Portfolio,Zoran SHAPURIC
Macedonia,Min. Without Portfolio,Zorica APOSTOLOVSKA
Macedonia,"Min. of Agriculture, Forestry, & Waterways",Ljupco NIKOLOVSKI
Macedonia,Min. of Culture,Asaf ADEMI
Macedonia,Min. of Defense,Radmila SHEKERINSKA-JANKOVSKA
Macedonia,Min. of Economy,Kreshnik BEKTESHI
Macedonia,Min. of Education & Science,Arben ADEMI
Macedonia,Min. of Environment & Urban Planning,Sadulla DURAKU
Macedonia,Min. of Finance,Dragan TEVDOVSKI
Macedonia,Min. of Foreign Affairs,Nikola DIMITROV
Macedonia,Min. of Health,Venko FILIPE
Macedonia,Min. of Information Society & Public Admin.,Damjan MANCHEVSKI
Macedonia,Min. of Internal Affairs,Oliver SPASOVSKI
Macedonia,Min. of Justice,Bilen SALIJI
Macedonia,Min. of Labor & Social Policy,Mila CAROVSKA
Macedonia,Min. of Local Self-Govt.,Suhejl FAZLIU
Macedonia,Min. of Transport & Communications,Goran SHUGARESKI
Macedonia,"Permanent Representative to the UN, New York",Vasile ANDONOSKI
Macedonia,Pres.,Gjorge IVANOV
Macedonia,Prime Min.,Zoran ZAEV
Madagascar,Ambassador to the US,Eric ANDRIAMIHAJAMANANIRINA ROBSON
Madagascar,"Governor, Central Bank",Gaston RAVELOJAONA
Madagascar,Min. of Agriculture & Livestock,Harison Edmond RANDRIARIMANANA
Madagascar,"Min. of Civil Service, Admin. Reform, Labor, & Employment",Holder RAMAHOLIMASY
Madagascar,Min. of Communication & Relationship with the Institutions,Riana ANDRIAMANDAVY VII
Madagascar,"Min. of Culture, Promotion of Handicrafts, & Cultural Heritage",Eleonore JOHASY
Madagascar,Min. of Economy & Planning,Napetoke Marcel RASOANAIVO
Madagascar,Min. of Employment & Technical & Professional Training,"Johannita Benedicte NDAHIMANANJARA, Dr."
Madagascar,Min. of Energy & Hydrocarbons,Lantoniaina RASOLOELISON
Madagascar,"Min. of Environment, Ecology, & Forest",Guillaume Venance RANDRIANTEFIARISON
Madagascar,Min. of Finance & Budget,Vonintsalama Sehenosoa RAZAFINTSALAMA
Madagascar,Min. of Fishing & Fisheries,Augustin ANDRIAMANANORO
Madagascar,Min. of Foreign Affairs,Eloi Alphonse Maxime DOVO
Madagascar,Min. of Higher Education & Scientific Research,Marie Monique RASOAZANANERA
Madagascar,Min. of Industry & Development of the Private Sector,Guy Rivo RANDRIANARISOA
Madagascar,Min. of Interior & Decentralization,Tianarivelo RAZAFIMAHEFA
Madagascar,Min. of Justice,Arimisa Noro VOLOLONA
Madagascar,Min. of Livestock,Anthelme RAMPARANY
Madagascar,Min. of Mining & Petroleum,Henry RABARY-NJAKA
Madagascar,Min. of National Defense,"Beni Xavier RASOLOFONIRINA, Gen."
Madagascar,Min. of National Education,Gatien HORACE
Madagascar,"Min. of Population, Social Welfare, & Women's Empowerment",Irma NAHARIMAMY
Madagascar,"Min. of Post, Telecommunication, & New Technology",Jean de Dieu MAHARANTE
Madagascar,Min. of Public Health,Rantomalala Harinirina Yoel HONORAT
Madagascar,Min. of Public Security,Eric Michel IDRISSA
Madagascar,Min. of Public Works & Infrastructures,Ulrich ANDRIANTIANA
Madagascar,Min. of Technical Education & Vocational Training,Lydia Aimee RAHANTASOA
Madagascar,Min. of Tourism,Jean Brunelle RAZAFINTSIANDRAOFA
Madagascar,Min. of Town Planning & and Titling Services,Christine RAZANAMAHASOA
Madagascar,Min. of Trade & Consumption,Yvette SYLLA
Madagascar,Min. of Transport & Meteorology,Beboarimisa RALAVA
Madagascar,"Min. of Water, Sanitation, & Hygiene",Roland RAVATOMANGA
Madagascar,Min. of Youth & Sports,Faratiana Tsitohara EUGENE
Madagascar,"Permanent Representative to the UN, New York",Arisoa Lala RAZAFITRIMO
Madagascar,Pres.,Hery Martial RAJAONARIMAMPIANINA Rakotoarimanana
Madagascar,Prime Min.,Christian NTSAY
Madagascar,Sec. of State for Gendarmerie within the Min. of Defense,"Jean Christophe RANDRIAMANARINA, Maj. Gen."
Malawi,Ambassador to the US,Edward SAWERENGERA
Malawi,Attorney Gen.,Charles MHANGO
Malawi,"Governor, Reserve Bank",Dalitso KABAMBE
Malawi,Min. Responsible for Disaster & Relief Management,Saulos Klaus CHILIMA
Malawi,"Min. of Agriculture, Irrigation, & Water Development",Joseph MWANAMVEKHA
Malawi,"Min. of Civic Education, Culture, & Community Development",Cecilia CHAZAMA
Malawi,Min. of Defense,Peter MUTHARIKA
Malawi,"Min. of Education, Science, & Technology",Bright MSAKA
Malawi,"Min. of Finance, Economic Planning, & Development",Goodall GONDWE
Malawi,Min. of Foreign Affairs & Intl. Cooperation,Emmanuel FABIANO
Malawi,"Min. of Gender, Children, Disability, & Social Welfare",Jean KALILANI
Malawi,Min. of Health,Atupele MULUZI
Malawi,Min. of Home Affairs & Internal Security,Grace CHIUMIA
Malawi,"Min. of Industry, Trade, & Tourism",Henry MUSSA
Malawi,Min. of Information & Communications Technology,Nicholas DAUSI
Malawi,Min. of Justice & Constitutional Affairs,Samuel TEMBENU
Malawi,"Min. of Labor, Youth, Sports, & Manpower Development",Francis KASAILA
Malawi,"Min. of Lands, Housing, & Urban Development",Anna KACHIKHO
Malawi,Min. of Local Govt. & Rural Development,Kondwani NANKHUMWA
Malawi,"Min. of Natural Resources, Energy, & Mining",Aggrey MASSI
Malawi,Min. of Transport & Public Works,Jappie MHANGO
Malawi,"Permanent Representative to the UN, New York",Perks LIGOYA
Malawi,Pres.,Peter MUTHARIKA
Malawi,Vice Pres.,Saulos Klaus CHILIMA
Malaysia,Dep. Prime Min.,WAN AZIZAH Wan Ismail
Malaysia,"Governor, Bank Negara Malaysia",NOR SHAMSIAH Mohd Yunus
Malaysia,King,Sultan MUHAMMAD V
Malaysia,Min. in the Prime Min.'s Office (Law),LIEW Vui Keong
Malaysia,Min. in the Prime Min.'s Office (Religion),MUJAHID bin Yusof
Malaysia,Min. of Agriculture & Agro-Based Industry,SALAHUDDIN Ayub
Malaysia,Min. of Communication & Multimedia,GOBIND Singh Deo
Malaysia,Min. of Defense,Mohamad SABU
Malaysia,"Min. of Domestic Trade, Cooperative, & Consumerism",SAIFUDDIN Nasution bin Ismail
Malaysia,Min. of Economic Affairs,Mohamed AZMIN Ali
Malaysia,Min. of Education,MASZLEE Malik
Malaysia,"Min. of Energy, Technology, Science, Climate Change, & Environment",YEO Bee Yin
Malaysia,Min. of Entrepreneurship Development,Mohd REDZUAN Yusof
Malaysia,Min. of Federal Territories,KHALID Abdul Samad
Malaysia,Min. of Finance,LIM Guan Eng
Malaysia,Min. of Foreign Affairs,SAIFUDDIN Abdullah
Malaysia,Min. of Health,DZULKEFLY Ahmad
Malaysia,Min. of Home Affairs,MUHYIDDIN Yassin
Malaysia,Min. of Human Resources,M KULASEGARAN
Malaysia,Min. of Intl. Trade & Industry,Ignatius Dorell LEIKING
Malaysia,Min. of Natural Resources & Environment,Xavier JAYAKUMAR
Malaysia,Min. of Primary Industries,Teresa KOK Suh Sim
Malaysia,Min. of Rural & Regional Development,RINA Mohd Harun
Malaysia,Min. of Tourism & Culture,Mohamad Din KETAPI
Malaysia,Min. of Transport,Anthony LOKE Siew Fook
Malaysia,"Min. of Urban Wellbeing, Housing, & Local Govt.",ZURAIDA Kamaruddin
Malaysia,"Min. of Women, Family, & Community Development",WAN AZIZAH Wan Ismail
Malaysia,Min. of Works,BARU Bian
Malaysia,Min. of Youth & Sports,Syed RAHMAN
Malaysia,"Permanent Representative to the UN, New York",Muhammad SHAHRUL IKRAM Yaakob
Malaysia,Prime Min.,MAHATHIR bin Mohamad
Maldives,Ambassador to the US,Ali NASEER Mohamed
Maldives,Attorney Gen.,Ibrahim RIFFATH
Maldives,"Governor, Maldives Monetary Authority",AZEEMA Adam
Maldives,"Min. of Arts, Culture, & Heritage",Yumna MAUMOON
Maldives,"Min. of Communication, Science, & Technology",Mohamed Maleeh JAMAAL
Maldives,Min. of Defense,Mariya Ahmed DIDI
Maldives,Min. of Economic Development,Fayyaz ISMAIL
Maldives,Min. of Education,Aishath ALI
Maldives,Min. of Environment,HUSSAIN Rasheed Hassan
Maldives,Min. of Finance,Ibrahim AMEER
Maldives,"Min. of Fisheries, Marine Resources, & Agriculture",Zaha WAHEED
Maldives,Min. of Foreign Affairs,Mohamed ASIM
Maldives,"Min. of Gender, Family, & Social Services",Shidhatha SHAREEF
